id,ts_in,ts_out,side,entry,sl,tp,exit_price,exit_reason,lots,pnl_usd,r_realized,bars_held,session,year
1267,2020-06-25 15:45:00,2020-06-25 16:30:00,1,1764.6290495551218,1761.3210965037968,1771.244955657772,1761.069448283737,sl,0.01,-3.6296012713847357,-1.0760736975873573,3,ny,2020
1268,2020-06-25 18:30:00,2020-06-25 22:30:00,1,1761.6658092579162,1758.2055527991129,1768.5863221755228,1762.4114396238533,timeout,0.01,0.6756303659371314,0.2154841338537659,16,ny,2020
1269,2020-06-26 10:00:00,2020-06-26 12:15:00,1,1763.5781465839402,1761.8051137912114,1767.1242121693979,1761.5173856073052,sl,0.01,-2.1307609766350377,-1.1622802381806916,9,london,2020
1270,2020-06-26 14:15:00,2020-06-26 14:30:00,1,1765.2112397213916,1763.2806601715415,1769.0723988210916,1762.9796867055538,sl,0.01,-2.3015530158377895,-1.1558979872189412,1,ny,2020
1271,2020-06-26 16:30:00,2020-06-26 17:30:00,-1,1750.4492809880683,1754.088772344486,1743.1702982752329,1754.3824712733172,sl,0.01,-4.003190285248884,-1.0806977953975072,4,ny,2020
1272,2020-06-26 19:30:00,2020-06-26 23:30:00,1,1767.8539717054161,1764.1853981752554,1775.1911187657374,1769.5950173912188,timeout,0.01,1.6710456858026463,0.47458383251387465,16,ny,2020
1273,2020-06-29 05:15:00,2020-06-29 05:30:00,-1,1767.6872455125501,1769.950292993407,1763.1611505508365,1770.2378208073765,sl,0.01,-2.6205752948263306,-1.1270533722344427,1,asia,2020
1274,2020-06-29 15:30:00,2020-06-29 15:45:00,-1,1768.343006811695,1770.7716999694712,1763.4856204961425,1771.038992700248,sl,0.01,-2.7659858885529682,-1.110056196239073,1,ny,2020
1275,2020-06-29 18:15:00,2020-06-29 22:15:00,-1,1770.9280334432372,1773.4442321746915,1765.8956359803285,1772.5393960470926,timeout,0.01,-1.6813626038554688,-0.6403956029832849,16,ny,2020
1276,2020-06-30 08:30:00,2020-06-30 08:45:00,-1,1769.2956690823762,1770.644123464706,1766.5987603177168,1770.9440514904034,sl,0.01,-1.7183824080271461,-1.2224235610990979,1,london,2020
1277,2020-06-30 11:00:00,2020-06-30 14:45:00,-1,1771.3856259534575,1773.1144613255537,1767.927955209265,1768.2729553863226,tp,0.01,3.0426705671349557,1.8004435918966741,15,london,2020
1278,2020-06-30 16:45:00,2020-06-30 17:30:00,1,1771.2285221085494,1768.6488674125835,1776.3878315004815,1776.068554343556,tp,0.01,4.770032235006447,1.8762325991053392,3,ny,2020
1279,2020-06-30 19:30:00,2020-06-30 20:30:00,1,1784.6925040203007,1781.4793205285748,1791.1188710037522,1781.2030816813015,sl,0.01,-3.5594223389992474,-1.0859704551528697,4,ny,2020
1280,2020-07-01 10:30:00,2020-07-01 11:00:00,1,1788.9763719727998,1787.129531480576,1792.6700529572477,1786.8764320017276,sl,0.01,-2.169939971072217,-1.1370445796017405,2,london,2020
1281,2020-07-01 15:15:00,2020-07-01 16:30:00,-1,1778.5682330539446,1782.5251515311159,1770.6543960996019,1770.9722271604421,tp,0.01,7.526005893502479,1.9196771268668522,5,ny,2020
1282,2020-07-02 11:15:00,2020-07-02 15:00:00,1,1771.9446731714838,1770.1687618006301,1775.496495913191,1769.8671043501458,sl,0.01,-2.1475688213379907,-1.1698606447568893,15,london,2020
1283,2020-07-02 18:15:00,2020-07-02 19:00:00,1,1778.0603944664979,1774.3511034936673,1785.4789764121588,1774.0614969685394,sl,0.01,-4.068897497958524,-1.078075979277238,3,ny,2020
1284,2020-07-03 07:30:00,2020-07-03 08:15:00,-1,1773.7958746967493,1775.093382421427,1771.200859247394,1775.3533776070044,sl,0.01,-1.6275029102551526,-1.200380452950369,3,london,2020
1285,2020-07-03 11:00:00,2020-07-03 13:45:00,-1,1774.6045004075797,1776.3278053439117,1771.157890534916,1776.6773608738704,sl,0.01,-2.142860466290649,-1.2028402069704136,11,london,2020
1286,2020-07-06 05:00:00,2020-07-06 05:30:00,-1,1771.7384196760836,1773.3307642121074,1768.553730604036,1773.6365225617901,sl,0.01,-1.9681028857065213,-1.1920177089602855,2,asia,2020
1287,2020-07-06 09:15:00,2020-07-06 12:00:00,1,1775.4451008752883,1774.0665586439186,1778.2021853380274,1777.869507855226,tp,0.01,2.3544069799376577,1.758674435043469,11,london,2020
1288,2020-07-06 15:00:00,2020-07-06 15:30:00,1,1781.1245204901222,1779.2169313992888,1784.939698671789,1784.6277070737706,tp,0.01,3.433186583648358,1.8364471680417374,2,ny,2020
1289,2020-07-06 17:30:00,2020-07-06 21:30:00,1,1783.4396724945275,1780.3496108913316,1789.619795700919,1784.4541033750306,timeout,0.01,0.9444308805031414,0.3282882384784747,16,ny,2020
1290,2020-07-07 10:45:00,2020-07-07 11:30:00,-1,1780.4477710462797,1782.0121615323742,1777.318990074091,1777.6616082937187,tp,0.01,2.7161627525610403,1.7809893228875213,3,london,2020
1291,2020-07-07 15:30:00,2020-07-07 15:45:00,-1,1776.9873982596448,1778.9111468637852,1773.139901051364,1779.244766838881,sl,0.01,-2.3273685792362993,-1.1734218152922011,1,ny,2020
1292,2020-07-07 18:45:00,2020-07-07 22:45:00,1,1795.4976740426562,1792.582999037935,1801.3270240520987,1796.8405371788392,timeout,0.01,1.2728631361830411,0.460724826612874,16,ny,2020
1293,2020-07-08 06:00:00,2020-07-08 07:15:00,1,1793.9903894146382,1792.5184059497565,1796.934356344402,1792.2238802792028,sl,0.01,-1.8365091354353993,-1.2000876216210064,5,asia,2020
1294,2020-07-08 11:00:00,2020-07-08 12:30:00,1,1798.2234359226718,1796.4429466493882,1801.7844144692392,1801.5178151780904,tp,0.01,3.224379255418562,1.8502662750351995,6,london,2020
1295,2020-07-08 14:45:00,2020-07-08 15:00:00,1,1804.7651090160805,1802.8025136246079,1808.6902997990255,1802.5122765362905,sl,0.01,-2.3228324797899584,-1.1478843217396668,1,ny,2020
1296,2020-07-08 17:00:00,2020-07-08 18:15:00,1,1813.11676610327,1809.6200452056369,1820.1102078985364,1809.2807321750297,sl,0.01,-3.90603392824034,-1.0970374932803026,5,ny,2020
1297,2020-07-08 20:15:00,2020-07-09 01:15:00,-1,1810.4847432748231,1813.1246987437084,1805.2048323370525,1809.9224410388729,timeout,0.01,0.49230223595025563,0.2129968639916791,16,ny,2020
1298,2020-07-09 09:45:00,2020-07-09 10:00:00,1,1814.1795390794712,1812.3106434207966,1817.9173303968203,1811.9693115911134,sl,0.01,-2.280227488357759,-1.182638248475194,1,london,2020
1299,2020-07-09 12:00:00,2020-07-09 13:45:00,-1,1813.7911265506991,1815.6139244239043,1810.1455308042885,1810.4362163882276,tp,0.01,3.2849101624714696,1.840527801676758,7,london,2020
1300,2020-07-09 15:45:00,2020-07-09 17:45:00,1,1811.6142504619233,1808.491910436862,1817.8589305120456,1808.146843952715,sl,0.01,-3.537406509208331,-1.110515344702188,8,ny,2020
1301,2020-07-10 09:00:00,2020-07-10 09:15:00,-1,1796.058879682295,1797.6563220089074,1792.8639950290699,1797.9730616977174,sl,0.01,-1.9841820154225116,-1.1982792640042739,1,london,2020
1302,2020-07-10 11:30:00,2020-07-10 15:30:00,1,1805.2756745598356,1803.2515255258486,1809.3239726278096,1808.9986265738657,tp,0.01,3.6529520140301703,1.8392677374634978,16,london,2020
1303,2020-07-10 17:30:00,2020-07-10 18:45:00,-1,1802.9468418669308,1805.9097828569004,1797.0209598869915,1797.2853756018837,tp,0.01,5.591466265047011,1.9107590344231002,5,ny,2020
1304,2020-07-13 12:00:00,2020-07-13 13:15:00,1,1809.3114198803544,1807.965627973919,1812.0030036932253,1807.6923727476747,sl,0.01,-1.6890471326797252,-1.2030441890293087,5,london,2020
1305,2020-07-13 15:30:00,2020-07-13 16:00:00,-1,1807.343394770073,1809.4745120728546,1803.08116016451,1809.7596343656007,sl,0.01,-2.4862395955277132,-1.1337900510562973,2,ny,2020
1306,2020-07-13 18:45:00,2020-07-13 22:00:00,1,1807.5586645558128,1804.5528410609688,1813.5703115455008,1804.2209151224126,sl,0.01,-3.407749433400177,-1.1104276212909918,13,ny,2020
1307,2020-07-14 10:45:00,2020-07-14 13:15:00,-1,1800.0607162199929,1802.046610673505,1796.0889273129685,1796.416216821678,tp,0.01,3.5744993983147926,1.835192898529565,10,london,2020
1308,2020-07-14 15:30:00,2020-07-14 16:00:00,1,1803.4071137886237,1800.1260410043851,1809.969259357101,1799.8266150267038,sl,0.01,-3.650498761919898,-1.0912585600415896,2,ny,2020
1309,2020-07-14 18:00:00,2020-07-14 22:00:00,1,1809.1497482051866,1805.30620795986,1816.8368286958396,1808.0839113831478,timeout,0.01,-1.1358368220388184,-0.2773060132087363,16,ny,2020
1310,2020-07-15 13:45:00,2020-07-15 14:00:00,-1,1807.337693238343,1809.1749797005898,1803.6631203138495,1804.0033352806904,tp,0.01,3.2643579576526283,1.8148274785496081,1,ny,2020
1311,2020-07-15 16:15:00,2020-07-15 16:30:00,-1,1804.7222523018775,1807.1501587651614,1799.8664393753095,1807.4961183913674,sl,0.01,-2.8438660894899566,-1.1424929796257564,1,ny,2020
