id,ts_in,ts_out,side,entry,sl,tp,exit_price,exit_reason,lots,pnl_usd,r_realized,bars_held,session,year
11,2019-01-08 18:00:00,2019-01-08 19:30:00,-1,1284.0241912259912,1285.7012773396489,1280.6700189986757,1285.9867299364619,sl,0.57,-115.85470649682722,-1.1702074774147657,6,ny,2019
12,2019-01-09 05:45:00,2019-01-09 08:00:00,-1,1282.8529301975605,1283.6438228401894,1281.2711449123028,1281.6104570244352,tp,1.2,140.69678077503485,1.5709757635313195,9,asia,2019
13,2019-01-09 15:15:00,2019-01-09 16:30:00,1,1284.6078383497074,1283.5507188975857,1286.7220772539508,1286.4526133831655,tp,0.91,161.50452804468375,1.7450961003087198,5,ny,2019
14,2019-01-09 18:45:00,2019-01-09 19:45:00,-1,1288.1933278996273,1289.9520659276532,1284.6758518435759,1290.206446304232,sl,0.55,-114.57151225325912,-1.144638014602097,4,ny,2019
15,2019-01-10 10:45:00,2019-01-10 12:15:00,-1,1294.2045710507932,1295.3853594633613,1291.8429942256573,1292.1612991209818,tp,0.82,161.80829824453915,1.7304302007567975,6,london,2019
16,2019-01-10 17:00:00,2019-01-10 19:45:00,-1,1290.485523784409,1291.8105816457423,1287.8354080617423,1288.182159034986,tp,0.74,165.26899145730596,1.7383125798788148,11,ny,2019
17,2019-01-11 10:00:00,2019-01-11 10:15:00,1,1295.3325825358138,1294.2215779967837,1297.5545916138738,1293.93453202618,sl,0.9,-132.1245458670399,-1.2583661547002112,1,london,2019
18,2019-01-11 12:30:00,2019-01-11 13:00:00,1,1293.2269555811276,1292.3265397964583,1295.0277871504663,1292.0575926605497,sl,1.09,-135.09055834299068,-1.2986921603193688,2,london,2019
19,2019-01-11 16:00:00,2019-01-11 17:15:00,-1,1289.4070078494665,1290.8876464411453,1286.445730666109,1291.185216933768,sl,0.66,-121.98179956390425,-1.2009744270445852,5,ny,2019
20,2019-01-11 19:15:00,2019-01-11 20:15:00,1,1290.752690934905,1289.5954339630664,1293.0672048785825,1289.278452563598,sl,0.83,-128.17178481849243,-1.2739075306366887,4,ny,2019
21,2019-01-14 03:30:00,2019-01-14 03:45:00,1,1292.5737151918872,1291.6440974148995,1294.4329507458624,1291.3108295952936,sl,1.02,-135.95433085254774,-1.358499834938417,1,asia,2019
22,2019-01-14 06:45:00,2019-01-14 07:15:00,-1,1290.1399734897998,1290.8042255486266,1288.811469372146,1291.085462212765,sl,1.4,-142.16842121511928,-1.423388471892749,2,asia,2019
23,2019-01-14 11:00:00,2019-01-14 15:00:00,1,1293.9832259801397,1292.9655805560305,1296.0185168283576,1294.4695235642503,timeout,0.9,37.46678256995547,0.4778654456549482,16,london,2019
24,2019-01-14 17:15:00,2019-01-14 21:15:00,-1,1290.8112521620967,1292.2700284190823,1287.8936996481254,1291.7688328103932,timeout,0.63,-64.73758084267766,-0.656427360749061,16,ny,2019
25,2019-01-15 05:00:00,2019-01-15 08:30:00,-1,1291.4917504496023,1292.273287330338,1289.9286766881307,1290.1926519364918,tp,1.17,143.80452603392774,1.6622357116243722,14,asia,2019
26,2019-01-15 10:45:00,2019-01-15 11:00:00,1,1289.1499908202477,1288.292381991971,1290.8652084768007,1288.0416457649958,sl,1.08,-127.26126596720547,-1.2923666579775477,1,london,2019
27,2019-01-15 13:45:00,2019-01-15 14:00:00,1,1291.4486924377502,1290.5281692144395,1293.2897388843717,1290.2116841287802,sl,1.0,-130.7008308969962,-1.3438099959292271,1,ny,2019
28,2019-01-15 16:15:00,2019-01-15 17:00:00,1,1294.0105165378627,1292.5507863545884,1296.9299769044114,1292.222713451486,sl,0.62,-115.18379135535527,-1.224749002837243,3,ny,2019
29,2019-01-15 19:00:00,2019-01-15 19:30:00,1,1288.925891577554,1287.4093269581767,1291.9590208163086,1287.1024528385813,sl,0.59,-111.71288559939251,-1.2023481991301392,2,ny,2019
