segment,start,end,n_bars,n_trades,wr,pf,pf_ci95_lo,pf_ci95_hi,sharpe,sortino,max_dd_pct,max_dd_usd,expectancy_r,return_pct,final_capital
Train_2019,2019-01-01,2019-12-31,23395,307,0.4006514657980456,0.6680016595356467,0.4930063832149391,0.8926319503890592,-2.534956172439543,-2.751298914253843,-0.25664103653897774,-2572.0625550433433,-0.08232798741488531,-0.24945661658361218,7505.433834163878
Train_2020,2020-01-01,2020-12-31,23531,324,0.4228395061728395,0.7257169343663732,0.5354884741016093,0.9651575880524843,-3.924221200753728,-5.047577232426917,-0.24236030744284032,-2523.298217992422,-0.06367923349570867,-0.20440660409037614,7955.933959096238
Train_2021,2021-01-01,2021-12-31,23501,333,0.35135135135135137,0.5832265625540005,0.4302810004646263,0.7828853198491585,-3.5929196746143477,-3.6626193014837125,-0.36720880535550854,-3772.4256466637144,-0.11685893506060722,-0.3363367250171958,6636.6327498280425
Train_2022,2022-01-01,2022-12-31,23653,314,0.445859872611465,0.6887839081878938,0.506466751902528,0.922285328963505,-1.5007474017616156,-3.0811023531201083,-0.28128961221979626,-2812.8961221979625,-0.07751275208083429,-0.23604160461925783,7639.5839538074215
Test_2023,2023-01-06,2023-12-31,23282,328,0.4176829268292683,0.7468964411420702,0.5509239620716266,0.9677535103000874,-1.712619908788894,-2.826357540602457,-0.26115666669700494,-2641.49026313833,-0.060661155516534546,-0.21251621541577714,7874.8378458422285
Test_2024,2024-01-01,2024-12-31,23647,326,0.50920245398773,1.2231631362939144,0.9263524628008719,1.638293164535511,1.3216007828494636,3.2251779986435523,-0.08886201998292592,-1052.1030412127802,0.057068509279840945,0.17548785035398096,11754.87850353981
Holdout_2025,2025-01-06,2025-12-31,23363,307,0.5146579804560261,1.3119172065489184,0.9969031382864433,1.7601591421969622,2.0778454850322645,11.191145863814691,-0.07911328828962415,-843.4041349733179,0.076610811692061,0.2571632670585582,12571.63267058558
Holdout_2026,2026-01-01,2026-04-29,7533,102,0.5392156862745098,1.2181776647903195,0.8008546067435607,1.9383984269284542,5.0112835558746305,,-0.05575555245095606,-612.1763515333532,0.11105349751403225,0.09469449963269172,10946.944996326916
