id,ts_in,ts_out,side,entry,sl,tp,exit_price,exit_reason,lots,pnl_usd,r_realized,score_in,bars_held,regime,session,c_bos,c_choch,c_ob,c_fvg,c_retest,c_rsi_div,c_regime,c_news_ok
78,2020-02-05 16:00:00,2020-02-06 14:00:00,-1,1554.1091424258861,1572.2151135292547,1523.932523920272,1566.537224009304,opposite,0.05,-62.490407917089534,-0.6864078989447681,75.0,21,bear,ny,1,0,1,1,1,0,1,1
79,2020-02-11 16:00:00,2020-02-12 17:00:00,-1,1571.191876621616,1584.2689714588012,1549.3967185596407,1567.425942263469,timeout,0.07,25.871540507028854,0.2879794331259599,75.0,24,bull,ny,1,0,1,1,1,1,0,1
80,2020-02-18 04:00:00,2020-02-18 18:00:00,1,1587.0526994614288,1576.321465603622,1604.9380892244399,1604.611224475248,tp,0.09,157.39672512437312,1.636207471244866,75.0,14,bull,asia,1,0,1,1,1,0,1,1
81,2020-02-19 22:00:00,2020-02-20 23:00:00,1,1613.1407740945958,1598.6031224326625,1637.3701935311515,1618.9183988154862,timeout,0.07,39.95337304623241,0.39742489744880877,75.0,24,bull,off,1,0,1,1,1,0,1,1
82,2020-02-24 03:00:00,2020-02-25 04:00:00,1,1661.9330213990897,1633.1883036696177,1709.8408842815434,1657.3362587443821,timeout,0.03,-14.000287964122853,-0.15991677837888582,75.0,24,bull,asia,1,0,1,1,1,0,1,1
83,2020-02-27 19:00:00,2020-02-27 22:00:00,1,1641.0154852469393,1611.0154852469393,1691.0154852469393,1636.6629077716136,opposite,0.03,-13.267732425977066,-0.14508591584418962,75.0,3,bull,ny,1,1,1,0,1,0,1,1
84,2020-03-09 05:00:00,2020-03-10 07:00:00,1,1681.4929789743135,1651.4929789743135,1731.4929789743135,1651.162153827107,sl,0.03,-91.20247544161948,-1.0110275049068833,75.0,24,bull,asia,1,0,1,1,1,0,1,1
85,2020-03-13 07:00:00,2020-03-13 17:00:00,-1,1586.1782861107176,1616.1782861107176,1536.1782861107176,1536.5235760502246,tp,0.03,148.75413018147904,1.655157002016434,75.0,10,bear,london,1,0,1,1,1,0,1,1
86,2020-03-16 16:00:00,2020-03-17 16:00:00,-1,1497.390908216186,1527.390908216186,1447.390908216186,1527.6924139291093,sl,0.03,-91.11451713876971,-1.0100501904307748,75.0,22,bear,ny,1,0,1,1,1,0,1,1
87,2020-04-13 17:00:00,2020-04-14 18:00:00,1,1699.735596509057,1669.735596509057,1749.735596509057,1733.426395642995,timeout,0.03,100.86239740181422,1.1230266377979357,75.0,24,bull,ny,1,0,1,1,1,0,1,1
88,2020-04-16 16:00:00,2020-04-17 08:00:00,1,1725.0864607817582,1695.0864607817582,1775.0864607817582,1694.831969719819,sl,0.03,-90.9734731858177,-1.0084830353979746,75.0,15,bull,ny,1,0,1,1,1,0,1,1
89,2020-04-30 18:00:00,2020-05-01 19:00:00,-1,1693.5264902939996,1723.2089117335274,1644.0557878947866,1697.8592375564056,timeout,0.03,-13.208241787217922,-0.14597014166223274,75.0,24,range,ny,1,1,1,1,1,0,0,1
90,2020-05-11 19:00:00,2020-05-12 20:00:00,-1,1696.6208322733744,1720.6998600147128,1656.4891193711437,1704.0848608019458,timeout,0.04,-30.136114114285448,-0.3099804779807305,75.0,24,bear,ny,1,1,1,1,0,0,1,1
91,2020-05-13 17:00:00,2020-05-14 18:00:00,1,1712.469079249088,1691.4377596711247,1747.5212785456936,1733.0906553360303,timeout,0.05,102.75788043471123,0.9805174616123257,75.0,24,bull,ny,1,1,1,0,1,0,1,1
92,2020-05-19 21:00:00,2020-05-20 22:00:00,1,1745.7518858360388,1721.2520243535573,1786.5849883068413,1749.118407094817,timeout,0.04,13.186085035112882,0.13740980785484994,75.0,24,bull,off,1,1,1,0,1,0,1,1
93,2020-05-26 13:00:00,2020-05-27 07:00:00,1,1726.7672012432113,1705.2028312396562,1762.707817915803,1704.8866651133394,sl,0.05,-109.75268064935936,-1.0146615053565073,75.0,17,range,ny,1,0,1,1,1,1,0,1
94,2020-05-28 21:00:00,2020-05-29 22:00:00,1,1716.5173657728874,1696.129793287374,1750.496653248743,1731.1105533331936,timeout,0.05,72.61593780153103,0.7157883838635308,75.0,24,bear,off,1,1,1,0,1,1,0,1
95,2020-06-02 21:00:00,2020-06-03 17:00:00,-1,1727.5253210388648,1749.459550646168,1690.9682716933596,1691.244517744952,tp,0.05,181.05401646956435,1.6540723765302798,75.0,19,range,off,1,0,1,1,1,1,0,1
96,2020-06-05 19:00:00,2020-06-08 20:00:00,-1,1682.0163186849463,1711.3269879174584,1633.1652032974262,1697.6540970575008,timeout,0.03,-47.123335117663565,-0.5335182983542643,75.0,24,bear,ny,1,0,1,1,1,0,1,1
97,2020-06-09 15:00:00,2020-06-10 16:00:00,1,1716.4622757932414,1691.8132051612945,1757.5440601798196,1723.3368887327874,timeout,0.04,27.218451758184273,0.2788994782884878,75.0,24,range,ny,1,1,1,1,1,0,0,1
98,2020-06-11 01:00:00,2020-06-12 02:00:00,1,1735.9253284316626,1707.9948704829965,1782.4760916794396,1726.342073169184,timeout,0.04,-38.61302104991435,-0.3431112830334476,75.0,24,bull,asia,1,0,1,1,0,1,1,1
99,2020-06-18 13:00:00,2020-06-18 17:00:00,1,1726.9499382791523,1705.2109447970408,1763.1815940826714,1721.6825437959162,opposite,0.05,-26.686972416180517,-0.2423016726864802,75.0,4,bull,ny,1,1,1,0,1,0,1,1
100,2020-06-22 18:00:00,2020-06-23 19:00:00,1,1758.0396434665715,1731.4285683527532,1802.3914353229354,1765.09896763271,timeout,0.04,27.957296664553468,0.2652776761534405,75.0,24,bull,ny,1,0,1,1,1,0,1,1
101,2020-06-24 14:00:00,2020-06-25 01:00:00,1,1778.2477404838244,1758.8497230989492,1810.5777694586163,1758.502540456343,sl,0.05,-99.0760001374068,-1.0178978416050337,75.0,10,bull,ny,1,0,1,1,1,0,1,1
102,2020-06-26 18:00:00,2020-06-26 21:00:00,-1,1766.3399258813797,1791.494625042043,1724.4154272802741,1767.7743897502553,opposite,0.04,-6.017855475502329,-0.0570256817508986,87.5,3,bull,ny,1,1,1,1,1,1,0,1
103,2020-06-30 21:00:00,2020-07-01 18:00:00,1,1782.521393628771,1760.8089190492483,1818.7088512613086,1760.5359534462484,sl,0.05,-110.27720091261276,-1.0125718329341102,75.0,20,bull,off,1,0,1,1,1,0,1,1
104,2020-07-02 16:00:00,2020-07-03 17:00:00,1,1773.8031822217788,1744.2840265805294,1823.0017749571944,1774.2622341326385,timeout,0.03,1.1671557325790127,0.015550983789597347,75.0,24,bull,ny,1,0,1,0,1,1,1,1
105,2020-07-06 10:00:00,2020-07-06 18:00:00,-1,1775.7278167495372,1793.7423037273265,1745.703671786555,1783.9506329931623,opposite,0.05,-41.46408121812588,-0.45645575440273944,75.0,8,bull,london,1,1,1,0,1,1,0,1
