signal_id,direction,entry_bar,exit_bar,entry_price,exit_price,stop_loss,take_profit,confluence_score,exit_reason,bars_held,pnl_price,pnl_price_raw,r_multiple,initial_risk,spread_cost,slippage_cost,commission,components,cmp_BOS,cmp_FVG,cmp_OrderBlock,cmp_Regime,cmp_News,cmp_Volume,cmp_Momentum,cmp_RSI_Divergence
f55cbe2720e3,SHORT,2025-04-06 21:00:00,2025-04-06 21:15:00,1.08839,1.089095,1.09214,1.0809,74.96502083578213,regime_shifted,1,-0.0024,-0.0007,-0.637,0.0038,0.0009,0.0008,0.0,"{'BOS': 12.75, 'FVG': 15.0, 'OrderBlock': 9.327, 'Regime': 12.5, 'News': 0.0, 'Volume': 0.0, 'Momentum': 2.899, 'RSI_Divergence': 0.0}",12.75,15.0,9.327,12.5,0.0,0.0,2.899,0.0
