dxy_th,rates_th,sharpe,IR,n_long,n_short
0.5,0.0,-0.2267649795736066,-1.2507255079165587,32871,40772
0.5,0.5,-0.25494923129443164,-1.2789097596373837,25928,32186
0.5,1.0,0.44963754137847267,-0.5743229869644794,18878,23792
1.0,0.0,-0.018924112336164232,-1.0428846406791163,27458,31882
1.0,0.5,-0.1953197396927337,-1.2192802680356858,21564,25126
1.0,1.0,0.26605673811920566,-0.7579037902237464,15805,19452
1.5,0.0,0.15159023108527123,-0.8723702972576808,16480,18749
1.5,0.5,-0.36199617543235,-1.385956703775302,12509,14444
1.5,1.0,-0.026758976652311996,-1.050719504995264,9119,11620
