report_date,vintage_date,mm_long,mm_short,mm_net,open_interest,mm_net_pct,mm_net_pct_z52,producer_long,producer_short,producer_net
2019-07-23T00:00:00+0000,2019-07-26T19:30:00+0000,208153,29980,178173,616859,0.2888391026150222,1.498372455269729,35072,175270,-140198
2019-07-30T00:00:00+0000,2019-08-02T19:30:00+0000,215581,29868,185713,563298,0.3296887260384379,1.7332902584870085,16484,151075,-134591
2019-08-06T00:00:00+0000,2019-08-09T19:30:00+0000,248687,21854,226833,600317,0.3778553664147442,1.9699941741795495,21577,160907,-139330
2019-08-13T00:00:00+0000,2019-08-16T19:30:00+0000,245631,22020,223611,593962,0.376473579117856,1.8217873213414204,20942,159798,-138856
2019-08-20T00:00:00+0000,2019-08-23T19:30:00+0000,249696,19850,229846,594807,0.38642114164762686,1.7758778401506594,21303,166620,-145317
2019-08-27T00:00:00+0000,2019-08-30T19:30:00+0000,258269,31553,226716,636183,0.3563691579309727,1.475514329251172,28589,172923,-144334
2019-09-03T00:00:00+0000,2019-09-06T19:30:00+0000,265175,33549,231626,634358,0.3651345139495364,1.4690966065308622,23849,178506,-154657
2019-09-10T00:00:00+0000,2019-09-13T19:30:00+0000,239475,33294,206181,614753,0.33538835922720184,1.2098059222589395,23199,177027,-153828
2019-09-17T00:00:00+0000,2019-09-20T19:30:00+0000,241936,28080,213856,630990,0.33892137751786877,1.1940544408842926,21281,180842,-159561
2019-09-24T00:00:00+0000,2019-09-27T19:30:00+0000,265508,27637,237871,658944,0.36098818716006215,1.3029673773590273,20674,185082,-164408
2019-10-01T00:00:00+0000,2019-10-04T19:30:00+0000,219990,29179,190811,604885,0.3154500442232821,0.9562779426094343,23159,173858,-150699
2019-10-08T00:00:00+0000,2019-10-11T19:30:00+0000,231976,31475,200501,616957,0.32498375089349824,0.9979421589122974,22269,176511,-154242
2019-10-15T00:00:00+0000,2019-10-18T19:30:00+0000,213987,38200,175787,607387,0.28941515047243355,0.7319488492683704,22787,168098,-145311
2019-10-22T00:00:00+0000,2019-10-25T19:30:00+0000,218317,33879,184438,625528,0.2948517092760036,0.7561082943478064,22191,167457,-145266
2019-10-29T00:00:00+0000,2019-11-01T19:30:00+0000,230664,32106,198558,643442,0.30858725417364735,0.8373477938717329,22136,161711,-139575
2019-11-05T00:00:00+0000,2019-11-08T20:30:00+0000,233167,35920,197247,690181,0.2857902492244788,0.662526175849235,17855,157995,-140140
2019-11-12T00:00:00+0000,2019-11-15T20:30:00+0000,209432,33991,175441,708463,0.24763607979527513,0.38181946659170973,41974,164545,-122571
2019-11-19T00:00:00+0000,2019-11-22T20:30:00+0000,221795,26596,195199,719211,0.27140713921227566,0.5473727187975207,38835,166073,-127238
2019-11-26T00:00:00+0000,2019-11-29T20:30:00+0000,218724,24437,194287,669268,0.29029775814770764,0.6755564409112162,24107,145103,-120996
2019-12-03T00:00:00+0000,2019-12-06T20:30:00+0000,232276,24314,207962,701016,0.29665799354080363,0.711168686298454,25300,154111,-128811
2019-12-10T00:00:00+0000,2019-12-13T20:30:00+0000,212929,29281,183648,690003,0.2661553645418933,0.47831983218697693,25199,147377,-122178
2019-12-17T00:00:00+0000,2019-12-20T20:30:00+0000,228616,26895,201721,716987,0.2813454079362666,0.5841346425798825,24515,157858,-133343
2019-12-24T00:00:00+0000,2019-12-27T20:30:00+0000,245366,26520,218846,748737,0.2922868777688294,0.6572307780980389,26943,164091,-137148
2019-12-31T00:00:00+0000,2020-01-03T20:30:00+0000,258357,25625,232732,786166,0.2960341709002933,0.6759773590919979,25430,171537,-146107
2020-01-07T00:00:00+0000,2020-01-10T20:30:00+0000,261083,31326,229757,785857,0.29236489590345316,0.6198453420959741,23615,167363,-143748
2020-01-14T00:00:00+0000,2020-01-17T20:30:00+0000,262402,31943,230459,796883,0.2892005476337179,0.5670853972330753,40178,181318,-141140
2020-01-21T00:00:00+0000,2020-01-24T20:30:00+0000,258269,34437,223832,793829,0.2819650075771986,0.4821944600030055,42645,185232,-142587
2020-01-28T00:00:00+0000,2020-01-31T20:30:00+0000,254259,34321,219938,715539,0.3073738817870165,0.6535866577098932,22487,161450,-138963
2020-02-04T00:00:00+0000,2020-02-07T20:30:00+0000,223762,42152,181610,654572,0.27744847014537743,0.38965186189566203,16469,155103,-138634
2020-02-11T00:00:00+0000,2020-02-14T20:30:00+0000,231499,35828,195671,658024,0.2973614944135776,0.5233597028731765,17009,158762,-141753
2020-02-18T00:00:00+0000,2020-02-21T20:30:00+0000,278286,39740,238546,715317,0.33348291736391,0.7889510289061427,17130,176211,-159081
2020-02-25T00:00:00+0000,2020-02-28T20:30:00+0000,263218,32372,230846,732917,0.3149688163871216,0.6139048855542525,20685,184340,-163655
2020-03-03T00:00:00+0000,2020-03-06T20:30:00+0000,242921,27560,215361,691985,0.31122206406208225,0.5543572840708355,18481,178821,-160340
2020-03-10T00:00:00+0000,2020-03-13T19:30:00+0000,220642,10457,210185,633470,0.33179945380207426,0.6949962287770071,30447,171242,-140795
2020-03-17T00:00:00+0000,2020-03-20T19:30:00+0000,164979,10900,154079,573925,0.2684653918194886,0.12617779015846442,28316,161694,-133378
2020-03-24T00:00:00+0000,2020-03-27T19:30:00+0000,158965,1556,157409,547334,0.28759221974151067,0.26757127585245616,22853,157635,-134782
2020-03-31T00:00:00+0000,2020-04-03T19:30:00+0000,156820,4222,152598,495652,0.3078732659204442,0.4165580887508736,25659,137868,-112209
2020-04-07T00:00:00+0000,2020-04-10T19:30:00+0000,157005,4523,152482,480050,0.3176377460681179,0.4760210601674853,19757,129690,-109933
2020-04-14T00:00:00+0000,2020-04-17T19:30:00+0000,162412,7168,155244,489965,0.316847121733185,0.4403980072469364,19415,127666,-108251
2020-04-21T00:00:00+0000,2020-04-24T19:30:00+0000,155492,9221,146271,493158,0.29660068375652426,0.18670624521170257,18506,126959,-108453
2020-04-28T00:00:00+0000,2020-05-01T19:30:00+0000,154025,7619,146406,500816,0.2923349094278138,0.07998439729121436,17954,130880,-112926
2020-05-05T00:00:00+0000,2020-05-08T19:30:00+0000,142326,9085,133241,490343,0.27173019702534756,-0.2920375085783951,17834,126428,-108594
2020-05-12T00:00:00+0000,2020-05-15T19:30:00+0000,144015,21798,122217,496739,0.24603866416770176,-0.7829928422210707,22089,127265,-105176
2020-05-19T00:00:00+0000,2020-05-22T19:30:00+0000,153961,26897,127064,528205,0.24055811664031956,-1.1597220735832767,21879,129189,-107310
2020-05-26T00:00:00+0000,2020-05-29T19:30:00+0000,145566,32485,113081,519374,0.21772556962805223,-2.2319948046218343,16983,105449,-88466
2020-06-02T00:00:00+0000,2020-06-05T19:30:00+0000,133655,33300,100355,475745,0.210942837024036,-2.455973657444934,17550,99413,-81863
2020-06-09T00:00:00+0000,2020-06-12T19:30:00+0000,126407,35230,91177,475661,0.19168483436733305,-2.7507097783136727,18289,101180,-82891
2020-06-16T00:00:00+0000,2020-06-19T19:30:00+0000,135945,31257,104688,489563,0.21383968968243106,-2.0631551415541085,17761,105338,-87577
2020-06-23T00:00:00+0000,2020-06-26T19:30:00+0000,161593,32078,129515,532101,0.24340303814501382,-1.2922053867603074,17771,111941,-94170
2020-06-30T00:00:00+0000,2020-07-03T19:30:00+0000,173526,34971,138555,561628,0.2467024436103613,-1.1668716701108623,19798,115221,-95423
2020-07-07T00:00:00+0000,2020-07-10T19:30:00+0000,179810,40467,139343,572776,0.2432766037683143,-1.2030964976351486,20352,112705,-92353
