signal_id,direction,entry_bar,exit_bar,entry_price,exit_price,stop_loss,take_profit,confluence_score,exit_reason,bars_held,pnl_price,r_multiple,initial_risk
82e799ee-1cb,LONG,2022-06-03 01:30:00,2022-06-03 03:00:00,1872.64,1869.51,1869.51,1878.91,54.207349001421484,invalidated,6,-3.13,-1.0,3.13
e4eb8a16-2bf,SHORT,2022-06-03 07:00:00,2022-06-03 09:45:00,1866.44,1864.65,1869.71,1859.9,41.29576372325958,time_expired,11,1.79,0.547,3.27
ffc193f2-9e5,SHORT,2022-06-03 15:30:00,2022-06-03 19:15:00,1852.42,1850.49,1858.45,1840.36,39.61017034052311,time_expired,15,1.93,0.32,6.03
3cd8d033-143,SHORT,2022-06-03 20:15:00,2022-06-06 00:00:00,1850.71,1853.1,1854.57,1842.99,39.37797228844616,time_expired,207,-2.39,-0.619,3.86
e4a36cfa-cae,SHORT,2022-06-07 01:15:00,2022-06-07 03:15:00,1838.71,1842.11,1842.11,1831.91,39.92857142857143,invalidated,8,-3.4,-1.0,3.4
8cd6cefd-947,LONG,2022-06-07 19:15:00,2022-06-08 03:00:00,1854.59,1850.18,1850.18,1863.4,39.40051565184002,invalidated,31,-4.41,-1.0,4.41
499a3b9d-406,SHORT,2022-06-08 07:00:00,2022-06-08 07:45:00,1847.69,1850.81,1850.81,1841.44,37.42272587884486,invalidated,3,-3.12,-1.0,3.12
260bd8ec-415,LONG,2022-06-08 15:30:00,2022-06-08 17:30:00,1857.52,1853.91,1852.17,1868.23,36.39345996615407,score_decayed,8,-3.61,-0.675,5.35
127fab00-a51,SHORT,2022-06-09 15:30:00,2022-06-09 16:30:00,1844.72,1849.9,1850.03,1834.1,35.97115747447003,score_decayed,4,-5.18,-0.976,5.31
ca73771e-fc3,LONG,2022-06-12 22:30:00,2022-06-13 01:15:00,1875.43,1868.42,1866.13,1894.03,41.42857142857143,score_decayed,11,-7.01,-0.754,9.3
c1c66b07-302,SHORT,2022-06-13 14:30:00,2022-06-13 14:45:00,1829.24,1827.3,1838.82,1810.08,41.42857142857143,regime_shifted,1,1.94,0.203,9.58
55126fc5-ab5,SHORT,2022-06-13 15:45:00,2022-06-13 18:30:00,1828.84,1827.08,1837.54,1811.44,49.62191599209378,time_expired,11,1.76,0.202,8.7
c81aa21e-b24,SHORT,2022-06-13 19:30:00,2022-06-14 00:15:00,1822.17,1822.39,1829.11,1808.29,43.22506408691178,score_decayed,19,-0.22,-0.032,6.94
7fc11553-52e,SHORT,2022-06-14 10:00:00,2022-06-14 12:00:00,1822.85,1817.38,1828.4,1811.76,39.80037386643197,score_decayed,8,5.47,0.986,5.55
7e4b34e5-636,SHORT,2022-06-14 20:15:00,2022-06-15 00:00:00,1808.01,1809.68,1815.23,1793.58,49.285714285714285,time_expired,15,-1.67,-0.231,7.22
1e5bfbfc-08d,SHORT,2022-06-15 04:00:00,2022-06-15 06:15:00,1815.99,1819.7,1821.0,1805.97,38.3665275811712,score_decayed,9,-3.71,-0.741,5.01
8ee9d963-a1b,LONG,2022-06-15 10:00:00,2022-06-15 15:00:00,1824.82,1819.4,1819.4,1835.66,40.14868156391939,invalidated,20,-5.42,-1.0,5.42
27e4fd1b-f2d,LONG,2022-06-16 15:30:00,2022-06-17 00:15:00,1844.82,1847.83,1835.71,1863.03,49.137718141715226,time_expired,35,3.01,0.33,9.11
59f39199-e28,LONG,2022-06-17 02:15:00,2022-06-17 05:00:00,1844.05,1847.05,1837.6,1856.95,39.13994307800667,time_expired,11,3.0,0.465,6.45
3fe52e88-428,SHORT,2022-06-23 05:15:00,2022-06-23 05:45:00,1831.46,1834.73,1834.73,1824.92,49.285714285714285,invalidated,2,-3.27,-1.0,3.27
2297442b-150,SHORT,2022-06-23 06:45:00,2022-06-23 09:30:00,1835.38,1830.96,1839.04,1828.06,38.310637674557384,time_expired,11,4.42,1.208,3.66
e69ba10e-bbd,LONG,2022-06-29 10:45:00,2022-06-29 12:45:00,1824.8,1831.21,1820.03,1834.34,49.21101396905286,score_decayed,8,6.41,1.344,4.77
d0093f3f-2e7,SHORT,2022-06-30 10:00:00,2022-06-30 11:30:00,1812.01,1804.79,1815.62,1804.79,56.880189303855694,target_reached,6,7.22,2.0,3.61
d2459d5e-40f,SHORT,2022-07-01 04:45:00,2022-07-01 05:30:00,1802.75,1796.18,1806.04,1796.18,38.6161474653236,target_reached,3,6.57,1.997,3.29
0461b096-689,LONG,2022-07-03 22:15:00,2022-07-04 01:15:00,1809.55,1805.82,1804.09,1820.47,41.11729924829626,score_decayed,12,-3.73,-0.683,5.46
fbdebfa5-624,SHORT,2022-07-05 10:30:00,2022-07-05 15:00:00,1801.84,1794.04,1805.74,1794.04,41.87809543460249,target_reached,18,7.8,2.0,3.9
ea7ed347-e32,SHORT,2022-07-05 17:45:00,2022-07-05 18:45:00,1764.94,1765.94,1772.27,1750.27,44.159924104558584,score_decayed,4,-1.0,-0.136,7.33
59a32144-986,LONG,2022-07-06 07:15:00,2022-07-06 09:00:00,1769.59,1764.92,1764.92,1778.92,41.235612433854044,invalidated,7,-4.67,-1.0,4.67
0b913062-3cc,SHORT,2022-07-12 01:00:00,2022-07-12 01:15:00,1724.51,1728.89,1728.89,1715.75,37.62901298619065,invalidated,1,-4.38,-1.0,4.38
e9ac0a32-ab2,LONG,2022-07-13 16:00:00,2022-07-13 18:45:00,1738.04,1734.72,1728.15,1757.81,37.105528462713465,time_expired,11,-3.32,-0.336,9.89
99d43be6-5e1,LONG,2022-07-13 19:45:00,2022-07-13 23:30:00,1732.97,1730.79,1726.62,1745.67,38.816152530927965,time_expired,15,-2.18,-0.343,6.35
c50bb743-8b0,SHORT,2022-07-14 13:00:00,2022-07-14 15:45:00,1707.04,1713.94,1713.94,1693.24,41.42857142857143,invalidated,11,-6.9,-1.0,6.9
cfb09ffa-ed5,SHORT,2022-07-14 16:45:00,2022-07-14 22:30:00,1705.74,1710.25,1714.37,1688.49,40.13015597322496,time_expired,23,-4.51,-0.523,8.63
ebf172ef-2d8,SHORT,2022-07-21 01:30:00,2022-07-21 04:15:00,1692.92,1691.68,1696.97,1684.82,41.426333174157286,time_expired,11,1.24,0.306,4.05
65d3fa0f-c79,SHORT,2022-07-21 06:15:00,2022-07-21 10:30:00,1688.89,1681.63,1692.52,1681.63,39.92857142857143,target_reached,17,7.26,2.0,3.63
2fd542da-241,SHORT,2022-07-21 11:30:00,2022-07-21 12:00:00,1683.58,1684.85,1688.33,1674.08,39.59609798929813,score_decayed,2,-1.27,-0.267,4.75
e42e08d3-b70,LONG,2022-07-21 19:30:00,2022-07-22 01:15:00,1717.78,1715.92,1709.86,1733.63,52.17263996921996,time_expired,23,-1.86,-0.235,7.92
3ca3ba24-37c,LONG,2022-07-22 03:15:00,2022-07-22 06:00:00,1713.46,1716.99,1708.6,1723.19,50.115755943791825,time_expired,11,3.53,0.726,4.86
c129c286-608,LONG,2022-07-22 11:15:00,2022-07-22 11:45:00,1725.42,1728.41,1720.71,1734.84,41.968614984552254,score_decayed,2,2.99,0.635,4.71
cf37c9cb-ab1,LONG,2022-07-22 16:00:00,2022-07-22 17:45:00,1729.77,1726.01,1724.02,1741.27,49.155234961938994,score_decayed,7,-3.76,-0.654,5.75
4a8bc48b-613,LONG,2022-07-25 10:00:00,2022-07-25 11:45:00,1731.48,1727.3,1727.3,1739.85,43.661574383946544,invalidated,7,-4.18,-1.0,4.18
c456bacd-d67,LONG,2022-07-28 02:45:00,2022-07-28 05:30:00,1737.81,1737.61,1732.47,1748.48,41.42857142857143,time_expired,11,-0.2,-0.037,5.34
e349e031-f06,LONG,2022-07-28 06:45:00,2022-07-28 08:15:00,1741.17,1748.13,1737.69,1748.13,39.92857142857143,target_reached,6,6.96,2.0,3.48
709ef420-32a,LONG,2022-07-29 13:30:00,2022-07-29 19:15:00,1756.72,1761.49,1750.06,1770.04,39.38495332282778,time_expired,23,4.77,0.716,6.66
83711252-fb9,LONG,2022-07-29 20:30:00,2022-07-31 23:30:00,1765.49,1761.15,1760.12,1776.22,42.95746699716482,score_decayed,204,-4.34,-0.808,5.37
010ef3f5-662,LONG,2022-08-02 00:45:00,2022-08-02 02:30:00,1780.18,1775.75,1775.75,1789.03,49.285714285714285,invalidated,7,-4.43,-1.0,4.43
cf877f4b-454,LONG,2022-08-02 14:30:00,2022-08-02 19:00:00,1780.23,1772.21,1772.21,1796.27,40.09072900264819,invalidated,18,-8.02,-1.0,8.02
8dc20d31-927,LONG,2022-08-04 15:45:00,2022-08-04 18:30:00,1787.67,1793.24,1782.89,1797.24,41.42857142857143,time_expired,11,5.57,1.165,4.78
3169cfd7-b38,LONG,2022-08-04 20:30:00,2022-08-05 01:15:00,1791.42,1790.42,1787.38,1799.5,39.7413875990586,time_expired,19,-1.0,-0.248,4.04
b3985b6e-56e,LONG,2022-08-08 15:30:00,2022-08-08 20:15:00,1789.37,1788.61,1784.83,1798.44,35.807113030423565,time_expired,19,-0.76,-0.167,4.54
632fba27-4bd,LONG,2022-08-08 22:15:00,2022-08-09 02:00:00,1788.55,1785.31,1785.31,1795.03,39.482975011310266,invalidated,15,-3.24,-1.0,3.24
e503c976-6ec,LONG,2022-08-10 15:00:00,2022-08-10 17:45:00,1799.31,1794.62,1791.27,1815.39,40.76058175785522,time_expired,11,-4.69,-0.583,8.04
7dc4a94a-685,SHORT,2022-08-11 06:15:00,2022-08-11 08:45:00,1786.39,1789.62,1789.62,1779.93,40.06982919663887,invalidated,10,-3.23,-1.0,3.23
8056ee6a-7a7,LONG,2022-08-11 13:45:00,2022-08-11 15:00:00,1796.95,1792.43,1792.43,1805.99,40.527534500763615,invalidated,5,-4.52,-1.0,4.52
8bd3b361-a08,SHORT,2022-08-11 17:00:00,2022-08-11 19:45:00,1789.95,1785.54,1794.61,1780.64,35.80731048505938,time_expired,11,4.41,0.946,4.66
19604021-6fc,SHORT,2022-08-12 00:15:00,2022-08-12 03:15:00,1786.96,1790.23,1790.47,1779.94,38.96052120428349,score_decayed,12,-3.27,-0.932,3.51
7fdc44ff-f91,LONG,2022-08-12 15:30:00,2022-08-12 18:15:00,1796.75,1801.13,1791.27,1807.71,37.47226608408853,time_expired,11,4.38,0.799,5.48
1bd63ca0-e1d,LONG,2022-08-14 23:00:00,2022-08-15 02:00:00,1799.66,1796.47,1796.47,1806.05,39.17249987787471,invalidated,12,-3.19,-1.0,3.19
e6e97e8b-2e7,SHORT,2022-08-15 09:15:00,2022-08-15 10:15:00,1782.44,1775.29,1786.02,1775.29,60.747938483158315,target_reached,4,7.15,1.997,3.58
927255a9-5e0,SHORT,2022-08-15 13:30:00,2022-08-15 18:15:00,1777.11,1778.91,1784.49,1762.35,52.400442120598804,time_expired,19,-1.8,-0.244,7.38
da358c79-106,SHORT,2022-08-17 13:15:00,2022-08-17 15:15:00,1773.25,1762.47,1778.64,1762.47,39.43422416630336,target_reached,8,10.78,2.0,5.39
88181849-4e1,SHORT,2022-08-19 02:00:00,2022-08-19 04:00:00,1756.65,1752.46,1759.85,1750.25,39.592809140819,score_decayed,8,4.19,1.309,3.2
d5ef221f-04a,SHORT,2022-08-19 15:30:00,2022-08-19 19:15:00,1749.84,1745.74,1754.85,1739.81,41.45146461212452,time_expired,15,4.1,0.818,5.01
197ef4d9-2aa,SHORT,2022-08-22 04:30:00,2022-08-22 07:00:00,1745.09,1739.64,1747.82,1739.64,39.30456331774415,target_reached,10,5.45,1.996,2.73
4feaebee-fbb,LONG,2022-08-23 18:15:00,2022-08-23 18:45:00,1747.7,1745.87,1742.97,1757.15,39.174599598665296,score_decayed,2,-1.83,-0.387,4.73
14ddd80d-09b,LONG,2022-08-25 06:45:00,2022-08-25 09:30:00,1760.39,1764.4,1757.46,1766.24,42.898875911392174,time_expired,11,4.01,1.369,2.93
a614b48e-919,SHORT,2022-08-25 14:00:00,2022-08-25 16:45:00,1755.08,1758.13,1759.94,1745.35,35.81724480079122,time_expired,11,-3.05,-0.628,4.86
b0e04515-1cd,SHORT,2022-08-26 02:15:00,2022-08-26 04:15:00,1754.28,1756.48,1758.04,1746.76,48.80397950804344,score_decayed,8,-2.2,-0.585,3.76
e3556c76-734,SHORT,2022-08-29 08:30:00,2022-08-29 09:15:00,1721.59,1722.6,1725.95,1712.88,39.92857142857143,score_decayed,3,-1.01,-0.232,4.36
daae5e79-773,LONG,2022-08-29 15:15:00,2022-08-29 19:00:00,1739.53,1736.25,1733.83,1750.94,35.683046283842955,time_expired,15,-3.28,-0.575,5.7
06459fde-5af,SHORT,2022-08-31 14:30:00,2022-08-31 20:15:00,1720.64,1710.46,1726.97,1707.99,38.18594445426454,time_expired,23,10.18,1.608,6.33
9d9d5dd8-e81,SHORT,2022-09-01 07:15:00,2022-09-01 09:00:00,1706.24,1704.56,1710.75,1697.23,40.40941206972038,score_decayed,7,1.68,0.373,4.51
b65d017a-f27,LONG,2022-09-02 16:00:00,2022-09-02 17:15:00,1716.01,1711.16,1711.16,1725.72,52.86236142067594,invalidated,5,-4.85,-1.0,4.85
1f883cae-3b1,SHORT,2022-09-06 17:30:00,2022-09-06 23:15:00,1701.61,1701.67,1706.95,1690.94,41.36268065146285,time_expired,23,-0.06,-0.011,5.34
7eb01b75-542,SHORT,2022-09-07 01:30:00,2022-09-07 07:00:00,1695.12,1699.84,1699.84,1685.68,54.99425645882612,invalidated,22,-4.72,-1.0,4.72
1bd7e420-b08,LONG,2022-09-07 18:00:00,2022-09-07 20:45:00,1715.57,1718.0,1710.45,1725.81,41.228270935189414,time_expired,11,2.43,0.475,5.12
4444a770-fc0,LONG,2022-09-07 22:45:00,2022-09-08 02:00:00,1717.96,1714.74,1714.74,1724.39,39.63186936543534,invalidated,13,-3.22,-1.0,3.22
6b98f039-fd3,LONG,2022-09-08 03:00:00,2022-09-08 04:45:00,1715.77,1714.49,1712.35,1722.62,39.0859716735259,score_decayed,7,-1.28,-0.374,3.42
0e4e1f23-c92,SHORT,2022-09-08 20:00:00,2022-09-09 00:15:00,1707.67,1712.41,1712.41,1698.18,47.51616386538001,invalidated,17,-4.74,-1.0,4.74
b546194f-a8c,LONG,2022-09-09 08:45:00,2022-09-09 11:30:00,1728.41,1726.37,1724.38,1736.47,41.42857142857143,time_expired,11,-2.04,-0.506,4.03
62e64361-9c5,SHORT,2022-09-09 14:15:00,2022-09-11 22:00:00,1714.59,1717.27,1720.54,1702.7,42.62852135918937,time_expired,223,-2.68,-0.45,5.95
529be990-11d,SHORT,2022-09-12 00:15:00,2022-09-12 04:00:00,1717.1,1713.3,1721.12,1709.05,42.16667715808599,time_expired,15,3.8,0.945,4.02
99ab2121-0d2,LONG,2022-09-12 15:30:00,2022-09-12 16:45:00,1732.23,1731.73,1726.67,1743.36,41.42857142857143,score_decayed,5,-0.5,-0.09,5.56
1ead98bb-cbf,SHORT,2022-09-13 05:30:00,2022-09-13 07:30:00,1721.32,1725.07,1725.07,1713.81,35.690351383707146,invalidated,8,-3.75,-1.0,3.75
702c5317-ded,SHORT,2022-09-15 01:15:00,2022-09-15 04:00:00,1694.32,1692.97,1698.79,1685.37,35.840660597941756,time_expired,11,1.35,0.302,4.47
c7914eda-d6d,SHORT,2022-09-15 06:00:00,2022-09-15 09:45:00,1688.11,1689.47,1691.98,1680.38,41.42857142857143,time_expired,15,-1.36,-0.351,3.87
a68880cc-ce3,SHORT,2022-09-15 11:45:00,2022-09-15 12:45:00,1686.23,1690.39,1690.39,1677.91,39.500842329909936,invalidated,4,-4.16,-1.0,4.16
ee6b5bd9-dd2,SHORT,2022-09-15 16:30:00,2022-09-15 17:30:00,1664.24,1666.81,1673.19,1646.35,41.42857142857143,score_decayed,4,-2.57,-0.287,8.95
6b4f2258-69e,LONG,2022-09-18 23:30:00,2022-09-19 01:00:00,1679.77,1674.88,1674.88,1689.55,51.40037771736294,invalidated,6,-4.89,-1.0,4.89
26ccbd06-4d2,SHORT,2022-09-19 02:30:00,2022-09-19 07:15:00,1669.62,1661.13,1673.87,1661.13,40.20800445580545,target_reached,19,8.49,1.998,4.25
ceecdf11-3cf,SHORT,2022-09-19 09:30:00,2022-09-19 15:00:00,1663.2,1667.82,1667.82,1653.96,40.97197799551929,invalidated,22,-4.62,-1.0,4.62
ef588475-118,SHORT,2022-09-23 13:15:00,2022-09-23 19:00:00,1652.51,1642.1,1660.98,1635.57,39.53402498661001,time_expired,23,10.41,1.229,8.47
60ac3f1a-c6b,SHORT,2022-09-25 22:00:00,2022-09-25 22:30:00,1643.41,1643.49,1650.51,1629.21,39.791943587805136,score_decayed,2,-0.08,-0.011,7.1
0639b4d6-ede,SHORT,2022-09-26 04:15:00,2022-09-26 08:00:00,1639.28,1644.11,1644.11,1629.63,37.14026571838087,invalidated,15,-4.83,-1.0,4.83
3b4794fa-071,LONG,2022-09-26 13:15:00,2022-09-26 15:30:00,1645.08,1637.93,1637.93,1659.38,48.51920838189141,invalidated,9,-7.15,-1.0,7.15
c66ec02f-cb3,SHORT,2022-09-26 16:45:00,2022-09-26 20:30:00,1631.13,1621.87,1638.15,1617.09,41.80670507103369,time_expired,15,9.26,1.319,7.02
343cf0bc-30e,SHORT,2022-09-26 23:30:00,2022-09-27 06:00:00,1627.09,1633.29,1633.29,1614.69,48.47985021154172,invalidated,26,-6.2,-1.0,6.2
2e02f271-838,SHORT,2022-09-28 08:15:00,2022-09-28 11:00:00,1620.37,1626.03,1626.03,1609.05,41.03232947347832,invalidated,11,-5.66,-1.0,5.66
636115ae-72a,LONG,2022-09-28 16:00:00,2022-09-28 18:45:00,1659.89,1661.77,1650.96,1677.74,59.924254630428315,time_expired,11,1.88,0.211,8.93
7daf759e-b27,LONG,2022-09-28 19:45:00,2022-09-29 02:00:00,1660.52,1654.69,1654.69,1672.18,44.741889923157444,invalidated,25,-5.83,-1.0,5.83
0f0f5326-be4,LONG,2022-10-03 01:30:00,2022-10-03 02:45:00,1668.41,1664.63,1664.63,1675.97,60.56318737162682,invalidated,5,-3.78,-1.0,3.78
23132e24-3b5,SHORT,2022-10-03 04:30:00,2022-10-03 05:45:00,1662.48,1665.92,1665.92,1655.61,41.34146621368626,invalidated,5,-3.44,-1.0,3.44
67ff5f56-99d,LONG,2022-10-03 17:45:00,2022-10-04 01:30:00,1694.93,1696.33,1687.02,1710.75,51.30951155791305,score_decayed,31,1.4,0.177,7.91
236d6f30-459,LONG,2022-10-04 06:15:00,2022-10-04 11:00:00,1702.32,1702.01,1697.19,1712.59,40.7174495732292,score_decayed,19,-0.31,-0.06,5.13
74f0c616-9b8,LONG,2022-10-06 02:30:00,2022-10-06 05:15:00,1721.58,1722.62,1717.18,1730.37,39.85305820795801,time_expired,11,1.04,0.236,4.4
8446c2ee-6d3,LONG,2022-10-06 06:15:00,2022-10-06 08:15:00,1721.73,1717.95,1717.95,1729.28,53.401595827241096,invalidated,8,-3.78,-1.0,3.78
30955925-f86,SHORT,2022-10-06 13:45:00,2022-10-06 17:30:00,1713.81,1712.14,1720.22,1700.99,41.4438141473073,time_expired,15,1.67,0.261,6.41
5860a579-60e,SHORT,2022-10-07 15:30:00,2022-10-09 23:15:00,1703.93,1697.38,1712.14,1687.5,35.320188470670814,time_expired,223,6.55,0.798,8.21
50b6584f-aeb,SHORT,2022-10-10 01:15:00,2022-10-10 03:00:00,1693.03,1690.81,1698.77,1681.55,53.97658860842597,score_decayed,7,2.22,0.387,5.74
e6a8734b-51b,SHORT,2022-10-10 05:30:00,2022-10-10 08:15:00,1686.77,1681.58,1691.68,1676.96,55.51955813816337,time_expired,11,5.19,1.057,4.91
4152e11e-74e,SHORT,2022-10-10 10:15:00,2022-10-10 15:00:00,1679.04,1669.26,1683.93,1669.26,41.42857142857143,target_reached,19,9.78,2.0,4.89
c1c46e83-9f6,SHORT,2022-10-11 02:30:00,2022-10-11 06:30:00,1665.32,1667.8,1670.62,1654.72,39.53841179704834,score_decayed,16,-2.48,-0.468,5.3
d40d53d4-0d9,SHORT,2022-10-12 03:45:00,2022-10-12 04:00:00,1665.21,1668.78,1668.78,1658.06,37.59482395401063,invalidated,1,-3.57,-1.0,3.57
bdcf71f2-913,SHORT,2022-10-14 17:30:00,2022-10-16 22:15:00,1644.01,1645.36,1651.85,1628.33,41.2028783437047,time_expired,211,-1.35,-0.172,7.84
6af34465-730,SHORT,2022-10-16 23:15:00,2022-10-17 00:00:00,1646.24,1647.16,1650.98,1636.76,39.01333357806656,score_decayed,3,-0.92,-0.194,4.74
3e7a544f-8f5,LONG,2022-10-17 08:15:00,2022-10-17 12:15:00,1653.2,1663.2,1648.2,1663.2,41.43865616250029,target_reached,16,10.0,2.0,5.0
6d67c81f-ca8,LONG,2022-10-17 14:30:00,2022-10-17 16:45:00,1664.02,1657.83,1657.83,1676.4,41.16254363476817,invalidated,9,-6.19,-1.0,6.19
30a586ad-b8c,SHORT,2022-10-18 15:45:00,2022-10-18 19:45:00,1649.63,1651.25,1655.16,1638.58,41.38623488498755,score_decayed,16,-1.62,-0.293,5.53
01eaf8ca-371,SHORT,2022-10-19 12:45:00,2022-10-19 19:30:00,1634.8,1628.97,1640.75,1622.91,39.49647688686748,time_expired,27,5.83,0.98,5.95
451b4e31-a72,SHORT,2022-10-19 20:30:00,2022-10-20 00:15:00,1628.85,1628.6,1633.16,1620.23,39.71963780697398,time_expired,15,0.25,0.058,4.31
759effe8-6b6,SHORT,2022-10-20 02:00:00,2022-10-20 08:00:00,1624.6,1628.05,1628.05,1617.71,36.53976637988525,invalidated,24,-3.45,-1.0,3.45
6825b8ef-112,LONG,2022-10-20 09:15:00,2022-10-20 12:45:00,1632.14,1632.47,1627.89,1640.63,48.72702314539067,score_decayed,14,0.33,0.078,4.25
fbadc51d-0fc,LONG,2022-10-20 14:45:00,2022-10-20 16:15:00,1644.62,1638.15,1638.15,1657.57,42.08769848610957,invalidated,6,-6.47,-1.0,6.47
0689a56d-4af,SHORT,2022-10-21 00:30:00,2022-10-21 03:45:00,1626.87,1621.5,1630.28,1620.06,39.361470991373594,score_decayed,13,5.37,1.575,3.41
6df2aece-2cb,LONG,2022-10-21 11:30:00,2022-10-21 13:00:00,1623.45,1633.95,1618.2,1633.95,40.926043228565476,target_reached,6,10.5,2.0,5.25
ab09461d-558,LONG,2022-10-21 16:00:00,2022-10-21 18:45:00,1650.21,1653.61,1640.79,1669.04,49.285714285714285,time_expired,11,3.4,0.361,9.42
df769f98-649,LONG,2022-10-21 19:45:00,2022-10-23 23:30:00,1655.1,1665.37,1648.99,1667.32,42.96711256290213,time_expired,207,10.27,1.681,6.11
f169c49e-dfb,SHORT,2022-10-24 10:30:00,2022-10-24 13:15:00,1647.87,1648.05,1653.36,1636.89,36.94614418065724,time_expired,11,-0.18,-0.033,5.49
d5147bad-a26,LONG,2022-10-25 20:15:00,2022-10-25 22:15:00,1652.7,1651.64,1648.9,1660.3,38.92587316325276,score_decayed,8,-1.06,-0.279,3.8
25551f52-42c,SHORT,2022-10-28 13:15:00,2022-10-28 19:00:00,1643.01,1643.3,1650.72,1627.59,42.142857142857146,time_expired,23,-0.29,-0.038,7.71
4294da54-192,SHORT,2022-10-30 22:00:00,2022-10-31 05:45:00,1643.2,1641.37,1649.53,1630.55,44.997248357949765,time_expired,31,1.83,0.289,6.33
ae7b0792-4cc,SHORT,2022-10-31 08:45:00,2022-10-31 11:00:00,1636.9,1640.97,1640.97,1628.75,35.7125205644815,invalidated,9,-4.07,-1.0,4.07
4766160c-1d3,SHORT,2022-11-01 00:15:00,2022-11-01 02:00:00,1632.57,1635.45,1635.45,1626.8,40.147057752069514,invalidated,7,-2.88,-1.0,2.88
0146f459-a6f,LONG,2022-11-01 12:00:00,2022-11-01 15:00:00,1653.8,1649.58,1649.58,1662.25,62.857142857142854,invalidated,12,-4.22,-1.0,4.22
57ba2035-f92,SHORT,2022-11-02 23:45:00,2022-11-03 03:15:00,1633.58,1636.26,1637.53,1625.69,41.42857142857143,score_decayed,14,-2.68,-0.678,3.95
e96067a3-963,SHORT,2022-11-03 07:30:00,2022-11-03 09:30:00,1629.16,1621.36,1633.06,1621.36,41.42857142857143,target_reached,8,7.8,2.0,3.9
d70d49f8-7f7,SHORT,2022-11-03 10:30:00,2022-11-03 14:15:00,1622.36,1625.67,1627.22,1612.64,53.020175952277405,score_decayed,15,-3.31,-0.681,4.86
b4a36605-dae,LONG,2022-11-03 18:15:00,2022-11-03 20:45:00,1630.37,1629.3,1624.65,1641.81,49.06940748722699,score_decayed,10,-1.07,-0.187,5.72
f93b02a2-81c,LONG,2022-11-04 04:30:00,2022-11-04 06:30:00,1642.0,1649.17,1638.41,1649.17,36.37142885393275,target_reached,8,7.17,1.997,3.59
20e8f4f9-167,LONG,2022-11-04 07:30:00,2022-11-04 10:00:00,1645.73,1646.18,1641.36,1654.46,39.66482136556687,score_decayed,10,0.45,0.103,4.37
cf528276-e91,LONG,2022-11-04 18:45:00,2022-11-06 23:00:00,1680.45,1674.33,1674.33,1692.69,56.98597785929301,invalidated,209,-6.12,-1.0,6.12
b36fc704-036,LONG,2022-11-07 00:00:00,2022-11-07 00:30:00,1673.17,1674.25,1667.5,1684.51,53.94430560125582,score_decayed,2,1.08,0.19,5.67
1dd76a08-85f,LONG,2022-11-08 15:15:00,2022-11-08 18:00:00,1705.93,1716.01,1698.01,1721.77,49.285714285714285,time_expired,11,10.08,1.273,7.92
246eea65-494,LONG,2022-11-08 21:00:00,2022-11-09 01:45:00,1711.96,1706.9,1705.28,1725.32,46.13272782150189,time_expired,19,-5.06,-0.757,6.68
bc8a467c-8b7,LONG,2022-11-10 20:15:00,2022-11-11 02:15:00,1753.09,1748.94,1746.19,1766.89,51.67911286798886,score_decayed,24,-4.15,-0.601,6.9
20736af9-85a,LONG,2022-11-11 05:45:00,2022-11-11 11:00:00,1760.54,1755.01,1755.01,1771.61,56.32781867694592,invalidated,21,-5.53,-1.0,5.53
8368869a-b9d,SHORT,2022-11-14 07:15:00,2022-11-14 08:15:00,1761.83,1762.19,1766.82,1751.84,41.08792011365904,score_decayed,4,-0.36,-0.072,4.99
485c75a6-a27,SHORT,2022-11-14 10:15:00,2022-11-14 12:30:00,1757.4,1758.74,1762.64,1746.92,41.54292012825545,score_decayed,9,-1.34,-0.256,5.24
e1d86f5f-c19,SHORT,2022-11-18 19:15:00,2022-11-21 03:00:00,1748.91,1744.97,1753.21,1740.31,41.35629932148349,time_expired,223,3.94,0.916,4.3
416dfeb9-006,SHORT,2022-11-21 04:00:00,2022-11-21 07:45:00,1746.58,1742.37,1750.17,1739.4,41.063613887902086,time_expired,15,4.21,1.173,3.59
0bf451d8-0e3,SHORT,2022-11-23 04:15:00,2022-11-23 06:00:00,1733.93,1737.08,1737.08,1727.63,49.285714285714285,invalidated,7,-3.15,-1.0,3.15
db7a733b-b92,LONG,2022-11-23 19:45:00,2022-11-24 00:30:00,1751.79,1753.69,1744.86,1765.65,39.85632507291295,time_expired,19,1.9,0.274,6.93
42c9de5d-acd,LONG,2022-11-24 02:30:00,2022-11-24 05:45:00,1754.65,1753.0,1750.51,1762.93,41.42857142857143,score_decayed,13,-1.65,-0.399,4.14
2287966e-d97,SHORT,2022-11-25 13:45:00,2022-11-25 14:45:00,1748.21,1752.02,1752.02,1740.59,41.835756202350204,invalidated,4,-3.81,-1.0,3.81
190c385c-9c3,SHORT,2022-11-29 02:15:00,2022-11-29 03:30:00,1746.35,1749.42,1750.53,1737.99,38.524996521235515,score_decayed,5,-3.07,-0.734,4.18
9a856137-9fe,LONG,2022-11-29 14:30:00,2022-11-29 19:15:00,1749.83,1750.9,1744.77,1759.94,38.61513303704724,time_expired,19,1.07,0.211,5.06
98d09138-518,LONG,2022-11-30 02:15:00,2022-11-30 03:15:00,1752.22,1753.04,1749.33,1758.0,54.62927907011866,score_decayed,4,0.82,0.284,2.89
