signal_id,direction,entry_bar,exit_bar,entry_price,exit_price,stop_loss,take_profit,confluence_score,exit_reason,bars_held,pnl_price,r_multiple,initial_risk
e54dd82d-3d0,SHORT,2020-04-17 14:45:00,2020-04-17 15:00:00,1689.3,1693.25,1701.05,1665.8,54.40880718409499,regime_shifted,1,-3.95,-0.336,11.75
c9c6150a-fa0,SHORT,2020-04-17 17:00:00,2020-04-17 17:15:00,1684.68,1685.1,1695.91,1662.22,59.03885449029019,regime_shifted,1,-0.42,-0.037,11.23
bb6e5962-1e9,SHORT,2020-04-17 19:30:00,2020-04-20 02:15:00,1681.49,1679.63,1691.27,1661.93,41.18602885495768,time_expired,219,1.86,0.19,9.78
9915089d-338,SHORT,2020-04-20 03:15:00,2020-04-20 09:45:00,1682.01,1680.07,1688.98,1668.06,38.92699929331884,score_decayed,26,1.94,0.278,6.97
31e296cd-397,LONG,2020-04-20 17:15:00,2020-04-20 18:00:00,1695.05,1691.04,1685.79,1713.57,47.76974780075605,score_decayed,3,-4.01,-0.433,9.26
be0ee748-78b,SHORT,2020-04-21 12:30:00,2020-04-21 12:45:00,1665.68,1665.42,1678.75,1639.54,41.42857142857143,regime_shifted,1,0.26,0.02,13.07
ec3ee3f1-53b,LONG,2020-04-22 09:15:00,2020-04-22 11:30:00,1706.77,1697.87,1697.87,1724.57,36.91457114869049,invalidated,9,-8.9,-1.0,8.9
622b1d75-192,LONG,2020-04-22 12:30:00,2020-04-22 17:15:00,1703.32,1714.41,1694.88,1720.19,50.73018174387094,time_expired,19,11.09,1.314,8.44
11bcd111-d83,LONG,2020-04-22 18:15:00,2020-04-23 00:00:00,1713.31,1709.55,1705.2,1729.52,51.41574059084667,time_expired,23,-3.76,-0.464,8.11
13294dfc-746,LONG,2020-04-23 01:00:00,2020-04-23 04:30:00,1710.51,1712.74,1704.22,1723.09,38.782606508463545,score_decayed,14,2.23,0.355,6.29
22b39394-49b,LONG,2020-04-23 14:45:00,2020-04-23 16:45:00,1734.6,1725.95,1725.95,1751.9,41.42857142857143,invalidated,8,-8.65,-1.0,8.65
551721e2-f92,SHORT,2020-04-27 16:00:00,2020-04-27 19:45:00,1712.12,1717.32,1719.45,1697.46,41.57801011794825,time_expired,15,-5.2,-0.709,7.33
79dfd134-631,SHORT,2020-04-28 01:30:00,2020-04-28 06:15:00,1702.03,1696.59,1708.37,1689.34,40.75879831818582,time_expired,19,5.44,0.858,6.34
94a38150-2ab,SHORT,2020-04-28 07:15:00,2020-04-28 09:15:00,1701.35,1708.06,1708.06,1687.92,53.4635398590741,invalidated,8,-6.71,-1.0,6.71
88d5c85d-650,LONG,2020-04-28 12:30:00,2020-04-28 13:45:00,1711.56,1704.25,1704.25,1726.19,41.56467945529025,invalidated,5,-7.31,-1.0,7.31
45581d13-7f9,LONG,2020-04-29 20:00:00,2020-04-30 03:45:00,1712.97,1712.46,1704.38,1730.15,39.83632128968872,time_expired,31,-0.51,-0.059,8.59
ee58ce28-256,LONG,2020-04-30 04:45:00,2020-04-30 05:15:00,1711.97,1711.78,1706.77,1722.38,39.224195264529705,score_decayed,2,-0.19,-0.037,5.2
11136af8-dcd,SHORT,2020-04-30 16:45:00,2020-04-30 17:00:00,1687.69,1690.3,1697.99,1667.08,55.714285714285715,regime_shifted,1,-2.61,-0.253,10.3
e5965215-e0c,SHORT,2020-04-30 19:00:00,2020-04-30 23:45:00,1687.01,1687.86,1696.64,1667.75,47.65655094771858,time_expired,19,-0.85,-0.088,9.63
4ee716bb-c08,SHORT,2020-05-01 01:45:00,2020-05-01 06:00:00,1687.28,1674.72,1693.56,1674.72,40.62138167612179,target_reached,17,12.56,2.0,6.28
6e888cb1-5ce,SHORT,2020-05-01 11:15:00,2020-05-01 14:45:00,1684.0,1688.47,1691.93,1668.13,38.74276441284214,score_decayed,14,-4.47,-0.564,7.93
2f323352-54f,LONG,2020-05-03 23:00:00,2020-05-04 04:45:00,1695.09,1697.84,1687.09,1711.1,38.96364425034552,time_expired,23,2.75,0.344,8.0
6e1049d9-7c6,LONG,2020-05-04 05:45:00,2020-05-04 10:15:00,1698.87,1709.81,1693.4,1709.81,39.10394337315317,target_reached,18,10.94,2.0,5.47
54f9babe-c91,SHORT,2020-05-06 05:30:00,2020-05-06 07:00:00,1701.65,1705.13,1705.13,1694.7,40.92655712100697,invalidated,6,-3.48,-1.0,3.48
596c2398-84e,SHORT,2020-05-06 12:45:00,2020-05-06 13:15:00,1696.81,1685.94,1702.24,1685.94,37.512639078580825,target_reached,2,10.87,2.002,5.43
1c24c795-ce2,SHORT,2020-05-06 14:30:00,2020-05-06 19:15:00,1687.48,1690.44,1695.43,1671.58,42.050281252970336,score_decayed,19,-2.96,-0.372,7.95
990ce645-2d6,LONG,2020-05-07 14:30:00,2020-05-07 17:00:00,1698.41,1708.24,1693.5,1708.24,42.115014527781845,target_reached,10,9.83,2.002,4.91
749c2732-8a2,LONG,2020-05-15 18:45:00,2020-05-17 23:30:00,1743.59,1755.1,1736.54,1757.7,39.85949353683258,time_expired,211,11.51,1.633,7.05
0acd30d8-c4f,LONG,2020-05-18 01:30:00,2020-05-18 07:15:00,1756.98,1760.34,1750.16,1770.62,41.42857142857143,time_expired,23,3.36,0.493,6.82
5184c363-d30,LONG,2020-05-18 08:15:00,2020-05-18 09:30:00,1763.87,1762.08,1758.05,1775.51,39.956036418216975,score_decayed,5,-1.79,-0.308,5.82
76c5b217-489,SHORT,2020-05-18 15:45:00,2020-05-18 16:00:00,1734.6,1730.43,1745.36,1713.09,41.181682862265454,regime_shifted,1,4.17,0.388,10.76
02c7cdba-f37,SHORT,2020-05-18 18:00:00,2020-05-18 23:45:00,1733.94,1734.64,1743.87,1714.08,51.05148080100818,time_expired,23,-0.7,-0.07,9.93
6b8e4b15-789,LONG,2020-05-20 02:15:00,2020-05-20 06:00:00,1748.69,1747.3,1744.75,1756.57,49.2137905524079,time_expired,15,-1.39,-0.353,3.94
7097e652-b9b,SHORT,2020-05-21 06:30:00,2020-05-21 09:15:00,1737.94,1733.2,1742.44,1728.95,41.99613885647057,score_decayed,11,4.74,1.053,4.5
35221226-ae4,SHORT,2020-05-21 10:15:00,2020-05-21 11:15:00,1732.08,1736.49,1736.49,1723.26,41.42857142857143,invalidated,4,-4.41,-1.0,4.41
c44b82b5-a34,SHORT,2020-05-26 19:45:00,2020-05-26 23:30:00,1711.51,1711.2,1717.2,1700.12,41.20410914843589,time_expired,15,0.31,0.054,5.69
2e06c0e2-03b,SHORT,2020-05-27 05:30:00,2020-05-27 09:15:00,1707.63,1706.5,1712.29,1698.31,41.122466653364604,time_expired,15,1.13,0.242,4.66
c54fc925-e0d,SHORT,2020-05-27 14:30:00,2020-05-27 16:15:00,1700.98,1707.0,1708.42,1686.1,39.81509227940351,score_decayed,7,-6.02,-0.809,7.44
c28aec67-968,LONG,2020-05-28 02:30:00,2020-05-28 05:15:00,1713.54,1715.55,1708.22,1724.19,49.468401569748366,time_expired,11,2.01,0.378,5.32
e15dc915-337,LONG,2020-05-28 06:15:00,2020-05-28 09:45:00,1719.14,1724.25,1715.25,1726.92,53.64689904558934,score_decayed,14,5.11,1.314,3.89
14213c89-6ac,LONG,2020-05-28 13:00:00,2020-05-28 16:30:00,1722.79,1717.97,1717.97,1732.44,39.97244401820092,invalidated,14,-4.82,-1.0,4.82
f0d478e1-318,SHORT,2020-05-28 19:30:00,2020-05-29 00:15:00,1718.53,1721.54,1724.21,1707.17,37.96886030036002,score_decayed,19,-3.01,-0.53,5.68
e684455a-8ce,LONG,2020-05-29 16:15:00,2020-05-29 19:00:00,1734.65,1729.38,1729.38,1745.2,49.285714285714285,invalidated,11,-5.27,-1.0,5.27
7639b6d5-d29,LONG,2020-05-29 20:00:00,2020-05-31 22:00:00,1731.16,1742.01,1725.73,1742.01,39.2815668482058,target_reached,200,10.85,1.998,5.43
3b6fbb03-532,LONG,2020-05-31 23:00:00,2020-06-01 01:15:00,1739.38,1733.12,1733.12,1751.9,55.05767222929271,invalidated,9,-6.26,-1.0,6.26
10b37a9e-473,LONG,2020-06-01 03:15:00,2020-06-01 07:00:00,1738.47,1740.62,1733.06,1749.29,39.43851308109099,time_expired,15,2.15,0.397,5.41
08212fbe-65f,LONG,2020-06-01 19:15:00,2020-06-02 01:00:00,1738.8,1737.21,1734.07,1748.26,41.87569658874713,time_expired,23,-1.59,-0.336,4.73
b6e694b9-b70,SHORT,2020-06-02 15:45:00,2020-06-02 20:30:00,1729.62,1726.83,1736.11,1716.64,42.142857142857146,time_expired,19,2.79,0.43,6.49
682cda51-2d7,SHORT,2020-06-02 23:30:00,2020-06-03 06:15:00,1728.27,1722.7,1733.46,1717.89,53.71305553237789,time_expired,27,5.57,1.073,5.19
c87742a6-b4a,SHORT,2020-06-03 07:15:00,2020-06-03 10:00:00,1722.57,1717.73,1727.47,1712.77,41.10124654031566,time_expired,11,4.84,0.988,4.9
ff31a4c1-9c3,SHORT,2020-06-03 11:00:00,2020-06-03 14:00:00,1719.37,1709.22,1724.45,1709.22,39.26343595415603,target_reached,12,10.15,1.998,5.08
81516a5a-b8b,LONG,2020-06-10 12:30:00,2020-06-10 14:30:00,1723.94,1719.38,1719.38,1733.06,35.92267966553423,invalidated,8,-4.56,-1.0,4.56
d6b57dbb-114,LONG,2020-06-10 19:45:00,2020-06-10 23:30:00,1738.33,1734.63,1729.38,1756.22,39.417053130722316,time_expired,15,-3.7,-0.413,8.95
7c85223a-fa1,LONG,2020-06-11 00:30:00,2020-06-11 06:00:00,1735.5,1729.44,1729.44,1747.61,47.26212665761099,invalidated,22,-6.06,-1.0,6.06
72fe4024-180,LONG,2020-06-11 14:30:00,2020-06-11 18:00:00,1742.01,1735.19,1735.19,1755.66,41.76733820293355,invalidated,14,-6.82,-1.0,6.82
693b4e03-b3f,SHORT,2020-06-15 14:15:00,2020-06-15 15:15:00,1717.55,1721.51,1725.09,1702.48,38.835081598361306,score_decayed,4,-3.96,-0.525,7.54
ccf3cf8a-54a,LONG,2020-06-15 23:15:00,2020-06-16 02:00:00,1725.63,1731.19,1720.21,1736.46,35.43963664428136,time_expired,11,5.56,1.026,5.42
cd5fa935-a24,LONG,2020-06-16 03:00:00,2020-06-16 05:00:00,1729.82,1726.34,1725.31,1738.84,40.97186040482392,score_decayed,8,-3.48,-0.772,4.51
f6c97334-ca2,LONG,2020-06-23 16:15:00,2020-06-23 19:00:00,1767.38,1768.53,1761.9,1778.34,41.28079077163869,time_expired,11,1.15,0.21,5.48
e41f87b2-d2d,LONG,2020-06-23 20:30:00,2020-06-23 20:45:00,1770.34,1766.47,1766.47,1778.08,39.7044083427028,invalidated,1,-3.87,-1.0,3.87
73289e1b-222,SHORT,2020-06-25 12:30:00,2020-06-25 13:00:00,1760.15,1765.39,1765.9,1748.64,41.26065029576948,score_decayed,2,-5.24,-0.911,5.75
5db63566-c9d,LONG,2020-06-28 22:45:00,2020-06-29 01:45:00,1773.98,1768.66,1768.66,1784.63,41.196671928308376,invalidated,12,-5.32,-1.0,5.32
8c60c636-280,SHORT,2020-07-01 13:30:00,2020-07-01 16:15:00,1771.68,1767.08,1779.33,1756.38,35.9689452539521,time_expired,11,4.6,0.601,7.65
e6afddbe-8b2,SHORT,2020-07-01 17:15:00,2020-07-01 23:00:00,1770.25,1770.93,1777.52,1755.7,39.04757389725188,time_expired,23,-0.68,-0.094,7.27
bf89186c-ad4,LONG,2020-07-07 20:00:00,2020-07-07 20:45:00,1796.05,1794.47,1792.19,1803.76,39.085142046135864,score_decayed,3,-1.58,-0.409,3.86
a8be1e35-02a,SHORT,2020-07-09 19:45:00,2020-07-10 02:30:00,1803.5,1801.71,1808.13,1794.25,38.94486044673352,time_expired,27,1.79,0.387,4.63
5ee3bb89-3dd,LONG,2020-07-12 23:00:00,2020-07-13 05:45:00,1800.93,1807.2,1796.53,1809.72,38.53361643179012,time_expired,27,6.27,1.425,4.4
96665f64-0e1,LONG,2020-07-13 08:45:00,2020-07-13 11:30:00,1807.86,1809.52,1804.42,1814.75,37.940664399808576,time_expired,11,1.66,0.483,3.44
403b89c6-ab3,SHORT,2020-07-14 00:30:00,2020-07-14 05:15:00,1799.01,1797.62,1802.73,1791.56,38.92228121110691,time_expired,19,1.39,0.374,3.72
595773d4-baa,LONG,2020-07-14 14:45:00,2020-07-14 19:30:00,1807.65,1809.15,1802.28,1818.39,41.925230407817004,time_expired,19,1.5,0.279,5.37
542f9b98-fdf,LONG,2020-07-14 23:15:00,2020-07-15 05:00:00,1809.43,1806.0,1806.0,1816.3,39.4395333843846,invalidated,23,-3.43,-1.0,3.43
ed22e3c2-cb1,SHORT,2020-07-16 07:00:00,2020-07-16 11:45:00,1806.31,1805.4,1809.18,1800.57,41.90013176785147,time_expired,19,0.91,0.317,2.87
3a791d90-cc6,SHORT,2020-07-16 12:45:00,2020-07-16 14:30:00,1805.21,1807.9,1809.14,1797.36,40.00741705208365,score_decayed,7,-2.69,-0.684,3.93
c0ea8eca-da2,LONG,2020-07-17 14:45:00,2020-07-17 20:00:00,1808.74,1810.95,1805.23,1815.77,42.73526813584634,score_decayed,21,2.21,0.63,3.51
69ca947d-877,LONG,2020-07-20 12:00:00,2020-07-20 15:45:00,1813.95,1816.44,1810.82,1820.2,41.811049471270934,time_expired,15,2.49,0.796,3.13
57e3b566-dc8,LONG,2020-07-21 13:15:00,2020-07-21 18:00:00,1835.71,1841.72,1830.91,1845.3,49.285714285714285,time_expired,19,6.01,1.252,4.8
4049eb4b-c1b,LONG,2020-07-21 19:00:00,2020-07-21 22:45:00,1840.98,1842.28,1837.38,1848.18,39.92857142857143,time_expired,15,1.3,0.361,3.6
0491aa63-e0a,LONG,2020-07-21 23:45:00,2020-07-22 02:00:00,1843.06,1851.48,1838.85,1851.48,39.45125116294322,target_reached,9,8.42,2.0,4.21
a80efc6d-3aa,LONG,2020-07-22 08:15:00,2020-07-22 13:00:00,1851.87,1849.84,1845.61,1864.38,38.66149900489236,time_expired,19,-2.03,-0.324,6.26
83e54718-851,LONG,2020-07-22 16:30:00,2020-07-22 19:15:00,1865.21,1866.79,1856.56,1882.51,41.65591937017285,time_expired,11,1.58,0.183,8.65
09a135cf-b6b,LONG,2020-07-22 20:15:00,2020-07-23 01:00:00,1869.15,1870.74,1863.52,1880.41,48.73072877071669,time_expired,19,1.59,0.282,5.63
7879c640-316,SHORT,2020-07-23 05:45:00,2020-07-23 06:15:00,1869.2,1874.02,1874.02,1859.57,35.01550445583652,invalidated,2,-4.82,-1.0,4.82
d026bdd3-cae,LONG,2020-07-23 07:30:00,2020-07-23 10:15:00,1875.25,1880.78,1869.89,1885.97,41.73479916726126,score_decayed,11,5.53,1.032,5.36
e05b179f-b18,LONG,2020-07-23 15:00:00,2020-07-23 15:30:00,1887.56,1895.23,1879.01,1904.67,39.77400091554973,score_decayed,2,7.67,0.897,8.55
58708c81-d34,LONG,2020-07-23 17:30:00,2020-07-23 20:15:00,1887.98,1884.79,1879.52,1904.89,40.72693229694586,score_decayed,11,-3.19,-0.377,8.46
c6bf7f40-ad3,LONG,2020-07-27 02:00:00,2020-07-27 03:00:00,1920.74,1933.73,1914.25,1933.73,41.42857142857143,target_reached,4,12.99,2.002,6.49
46e71e8b-992,LONG,2020-07-27 04:00:00,2020-07-27 07:45:00,1929.89,1933.31,1920.84,1947.98,51.309083898723394,time_expired,15,3.42,0.378,9.05
b40ca211-ccd,LONG,2020-07-27 11:15:00,2020-07-27 11:45:00,1942.74,1940.15,1934.97,1958.28,41.427361098297496,score_decayed,2,-2.59,-0.333,7.77
89e155f5-f2d,LONG,2020-07-28 01:30:00,2020-07-28 01:45:00,1973.06,1971.56,1960.7,1997.78,41.42857142857143,regime_shifted,1,-1.5,-0.121,12.36
2c89f33a-e4a,SHORT,2020-07-28 09:00:00,2020-07-28 09:15:00,1929.8,1931.48,1945.87,1897.66,40.59825152078368,regime_shifted,1,-1.68,-0.105,16.07
bd9cadf6-db8,SHORT,2020-07-28 10:15:00,2020-07-28 10:30:00,1929.62,1929.4,1943.23,1902.4,39.09315457448909,regime_shifted,1,0.22,0.016,13.61
2d14dd54-cec,SHORT,2020-07-28 12:30:00,2020-07-28 12:45:00,1935.74,1939.09,1949.71,1907.79,38.64503317779447,regime_shifted,1,-3.35,-0.24,13.97
